scenario,source,candidate,time_hours,error,interval_seconds,integral,derivative,integral_step_seconds,cycle_changed,observed_interval_seconds,observed_integral
overspend,synthetic-overspend,kd-3600,47.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,47.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,48,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,48.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,48.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,48.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,48.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,48.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,48.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,48.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,48.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,48.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,48.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,48.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,49,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,49.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,49.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,49.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,49.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,49.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,49.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,49.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,49.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,49.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,49.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,49.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,50,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,50.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,50.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,50.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,50.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,50.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,50.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,50.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,50.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,50.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,50.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,50.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,51,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,51.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,51.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,51.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,51.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,51.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,51.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,51.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,51.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,51.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,51.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,51.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,52,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,52.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,52.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,52.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,52.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,52.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,52.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,52.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,52.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,52.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,52.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,52.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,53,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,53.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,53.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,53.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,53.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,53.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,53.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,53.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,53.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,53.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,53.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,53.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,54,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,54.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,54.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,54.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,54.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,54.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,54.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,54.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,54.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,54.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,54.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,54.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,55,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,55.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,55.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,55.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,55.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,55.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,55.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,55.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,55.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,55.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,55.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,55.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,56,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,56.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,56.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,56.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,56.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,56.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,56.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,56.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,56.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,56.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,56.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,56.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,57,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,57.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,57.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,57.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,57.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,57.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,57.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,57.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,57.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,57.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,57.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,57.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,58,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,58.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,58.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,58.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,58.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,58.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,58.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,58.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,58.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,58.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,58.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,58.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,59,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,59.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,59.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,59.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,59.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,59.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,59.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,59.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,59.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,59.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,59.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,59.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,60,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,60.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,60.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,60.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,60.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,60.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,60.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,60.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,60.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,60.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,60.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,60.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,61,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,61.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,61.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,61.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,61.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,61.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,61.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,61.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,61.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,61.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,61.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,61.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,62,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,62.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,62.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,62.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,62.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,62.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,62.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,62.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,62.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,62.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,62.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,62.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,63,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,63.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,63.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,63.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,63.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,63.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,63.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,63.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,63.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,63.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,63.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,63.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,64,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,64.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,64.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,64.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,64.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,64.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,64.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,64.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,64.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,64.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,64.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,64.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,65,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,65.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,65.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,65.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,65.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,65.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,65.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,65.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,65.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,65.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,65.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,65.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,66,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,66.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,66.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,66.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,66.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,66.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,66.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,66.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,66.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,66.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,66.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,66.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,67,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,67.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,67.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,67.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,67.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,67.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,67.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,67.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,67.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,67.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,67.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,67.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,68,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,68.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,68.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,68.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,68.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,68.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,68.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,68.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,68.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,68.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,68.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,68.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,69,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,69.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,69.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,69.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,69.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,69.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,69.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,69.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,69.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,69.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,69.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,69.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,70,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,70.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,70.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,70.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,70.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,70.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,70.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,70.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,70.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,70.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,70.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,70.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,71,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,71.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,71.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,71.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,71.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,71.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,71.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,71.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,71.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,71.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,71.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,71.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,72,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,72.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,72.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,72.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,72.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,72.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,72.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,72.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,72.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,72.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,72.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,72.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,73,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,73.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,73.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,73.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,73.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,73.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,73.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,73.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,73.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,73.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,73.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,73.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,74,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,74.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,74.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,74.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,74.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,74.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,74.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,74.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,74.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,74.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,74.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,74.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,75.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,75.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,75.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,75.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,75.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,75.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,75.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,75.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,75.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,75.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,75.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,76,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,76.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,76.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,76.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,76.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,76.416667,10,36000,1044000,0,300,false,,
