scenario,source,candidate,time_hours,error,interval_seconds,integral,derivative,integral_step_seconds,cycle_changed,observed_interval_seconds,observed_integral
overspend,synthetic-overspend,kd-3600,76.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,76.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,76.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,76.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,76.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,76.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,77,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,77.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,77.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,77.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,77.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,77.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,77.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,77.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,77.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,77.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,77.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,77.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,78,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,78.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,78.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,78.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,78.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,78.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,78.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,78.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,78.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,78.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,78.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,78.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,79,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,79.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,79.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,79.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,79.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,79.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,79.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,79.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,79.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,79.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,79.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,79.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,80,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,80.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,80.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,80.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,80.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,80.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,80.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,80.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,80.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,80.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,80.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,80.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,81,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,81.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,81.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,81.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,81.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,81.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,81.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,81.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,81.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,81.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,81.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,81.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,82,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,82.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,82.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,82.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,82.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,82.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,82.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,82.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,82.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,82.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,82.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,82.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,83,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,83.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,83.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,83.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,83.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,83.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,83.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,83.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,83.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,83.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,83.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,83.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,84,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,84.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,84.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,84.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,84.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,84.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,84.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,84.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,84.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,84.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,84.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,84.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,85,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,85.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,85.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,85.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,85.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,85.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,85.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,85.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,85.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,85.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,85.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,85.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,86,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,86.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,86.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,86.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,86.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,86.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,86.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,86.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,86.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,86.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,86.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,86.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,87,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,87.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,87.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,87.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,87.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,87.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,87.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,87.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,87.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,87.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,87.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,87.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,88,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,88.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,88.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,88.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,88.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,88.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,88.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,88.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,88.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,88.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,88.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,88.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,89,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,89.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,89.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,89.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,89.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,89.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,89.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,89.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,89.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,89.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,89.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,89.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,90,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,90.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,90.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,90.25,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,90.333333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,90.416667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,90.5,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,90.583333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,90.666667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,90.75,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,90.833333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,90.916667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,91,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,91.083333,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,kd-3600,91.166667,10,36000,1044000,0,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,0.083333,10,316.785714,3000,0.004762,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,0.166667,10,566.262755,6000,0.004082,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,0.25,10,765.345754,9000,0.003499,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,0.333333,10,926.708191,12000,0.002999,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,0.416667,10,1059.844465,15000,0.00257,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,0.5,10,1171.866196,18000,0.002203,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,0.583333,10,1268.099231,21000,0.001888,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,0.666667,10,1352.531209,24000,0.001619,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,0.75,10,1428.14708,27000,0.001387,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,0.833333,10,1497.180602,30000,0.001189,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,0.916667,10,1561.302844,33000,0.001019,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,1,10,1621.76347,36000,0.000874,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,1.083333,10,1679.496605,39000,0.000749,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,1.166667,10,1735.200171,42000,0.000642,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,1.25,10,1789.395314,45000,0.00055,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,1.333333,10,1842.47093,48000,0.000472,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,1.416667,10,1894.717008,51000,0.000404,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,1.5,10,1946.349593,54000,0.000346,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,1.583333,10,1997.529484,57000,0.000297,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,1.666667,10,2048.376217,60000,0.000255,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,1.75,10,2098.978539,63000,0.000218,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,1.833333,10,2149.402226,66000,0.000187,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,1.916667,10,2199.695945,69000,0.00016,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,2,10,2249.895624,72000,0.000137,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,2.083333,10,2300.027717,75000,0.000118,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,2.166667,10,2350.111643,78000,0.000101,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,2.25,10,2400.161609,81000,0.000087,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,2.333333,10,2450.187958,84000,0.000074,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,2.416667,10,2500.198184,87000,0.000064,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,2.5,10,2550.19768,90000,0.000054,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,2.583333,10,2600.190296,93000,0.000047,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,2.666667,10,2650.178752,96000,0.00004,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,2.75,10,2700.164948,99000,0.000034,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,2.833333,10,2750.150182,102000,0.000029,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,2.916667,10,2800.135327,105000,0.000025,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,3,10,2850.120943,108000,0.000022,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,3.083333,10,2900.107378,111000,0.000019,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,3.166667,10,2950.094822,114000,0.000016,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,3.25,10,3000.083364,117000,0.000014,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,3.333333,10,3050.073021,120000,0.000012,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,3.416667,10,3100.063764,123000,0.00001,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,3.5,10,3150.055535,126000,0.000009,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,3.583333,10,3200.048262,129000,0.000007,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,3.666667,10,3250.041863,132000,0.000006,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,3.75,10,3300.036254,135000,0.000005,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,3.833333,10,3350.031354,138000,0.000005,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,3.916667,10,3400.027084,141000,0.000004,300,false,,
overspend,synthetic-overspend,weaker-i-stronger-d,4,10,3450.023371,144000,0.000003,300,false,,
